GAB,93.5644,2018.0,,,,,,,,,,,,,,,3.969,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0
GMB,75.7058,2018.0,,,,,,,,,,,,,75.7,2018.0,5.218999999999999,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,26.5,2018.0,,,,,,,,,,,,,,,,,,,,,,,7.5,2018.0,25.7,2018.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
GHA,65.7842,2018.0,23.7,2017.0,27.8,2014.0,30.8,2017.0,25.0,2017.0,47.2,2014.0,46.205729999999996,2017.0,,,3.87,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,26.3,2017.0,3.6,2014.0,52.0,2014.0,28.3,2014.0,15.6,2014.0,7.4,2014.0,16.5,2014.0,20.9,2014.0,12.2,2014.0,,,73.8,2014.0,,,4.9,2017.0,20.5,2017.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
GIN,133.365,2018.0,19.8,2014.0,28.0,2014.0,10.9,2018.0,10.6,2018.0,33.0,2018.0,32.1,2018.0,94.5,2018.0,4.7,2018.0,,,,,,,,,1.0,2019.0,0.0,2019.0,17.7,2018.0,4.3,2018.0,28.9,2018.0,67.2,2018.0,49.0,2018.0,23.6,2018.0,53.8,2018.0,52.3,2018.0,47.7,2018.0,,,39.4,2018.0,,,17.0,2018.0,46.5,2018.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
GNB,103.2252,2018.0,24.1,2014.0,30.3,2014.0,16.0,2014.0,14.4,2014.0,,,37.5482,2014.0,44.9,2014.0,4.476,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,22.3,2014.0,,,,,41.8,2014.0,,,,,,,,,,,,,,,,,6.3,2014.0,24.4,2014.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
KEN,74.044,2018.0,21.9,2014.0,26.3,2014.0,60.5453687579435,2017.0,58.676246131393604,2017.0,76.8,2014.0,78.49886,2017.0,21.0,2014.0,3.492,2018.0,25.5,2014.0,14.1,2014.0,39.4,2014.0,44.2,2014.0,0.0,2019.0,1.0,2019.0,14.892412786763101,2017.0,3.0,2014.0,56.0,2014.0,41.8,2014.0,21.0,2014.0,7.0,2014.0,21.8,2014.0,33.3,2014.0,15.1,2014.0,,,78.5,2014.0,,,4.4,2014.0,22.9,2014.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
LSO,92.57799999999999,2018.0,22.2,2014.0,28.0,2014.0,60.2,2014.0,59.8,2014.0,76.5,2014.0,76.1,2014.0,,,3.141,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,16.0,2018.0,2.3,2014.0,60.9,2014.0,33.3,2014.0,24.6,2014.0,6.3,2014.0,10.7,2014.0,22.0,2014.0,9.4,2014.0,,,66.0,2014.0,,,1.0,2018.0,16.3999999999999,2018.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
LBR,135.5662,2018.0,,,,,31.2,2016.0,30.0,2016.0,,,,,,,4.315,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
MDG,107.7374,2018.0,,,,,47.9,2017.0,38.6,2017.0,,,60.49766999999999,2017.0,,,4.077,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,16.4,2017.0,,,,,,,,,,,,,,,,,,,,,,,13.0,2018.0,40.0,2018.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
MWI,132.0948,2018.0,20.3999999999999,2018.0,24.5,2018.0,59.2,2016.0,58.1,2016.0,76.0,2016.0,74.6,2016.0,,,4.209,2018.0,24.3,2016.0,20.6,2016.0,33.8,2016.0,40.3,2016.0,0.0,2019.0,1.0,2019.0,18.7,2016.0,3.4,2016.0,46.7,2016.0,16.3,2016.0,6.7,2016.0,5.5,2016.0,6.9,2016.0,8.8,2016.0,8.3,2016.0,,,66.4,2016.0,,,9.0,2016.0,42.1,2016.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
MLI,166.8668,2018.0,18.8,2018.0,25.8,2018.0,17.2,2018.0,16.4,2018.0,42.0,2018.0,39.9,2018.0,88.6,2018.0,5.877000000000001,2018.0,,,12.6,2018.0,38.5,2018.0,19.4,2018.0,0.0,2019.0,0.0,2019.0,23.9,2018.0,5.5,2018.0,7.7,2018.0,79.4,2018.0,68.5,2018.0,22.6,2018.0,53.8,2018.0,51.7,2018.0,62.8,2018.0,,,22.6,2018.0,,,15.9,2018.0,53.7,2018.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0
MRT,69.628,2018.0,21.8,2015.0,29.2,2015.0,17.8,2015.0,15.6,2015.0,,,30.35019,2015.0,66.5999999999999,2015.0,4.561,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,33.6,2015.0,,,,,,,,,,,,,,,,,,,,,,,17.8,2015.0,37.0,2015.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0
MUS,25.2786,2018.0,,,,,63.8,2014.0,32.0,2014.0,,,40.76016,2014.0,,,1.41,2018.0,,,,,,,,,1.0,2019.0,1.0,2019.0,12.5,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
MOZ,146.2508,2018.0,18.7,2017.0,23.4,2017.0,27.1,2015.0,25.3,2015.0,48.4,2015.0,45.2,2015.0,,,4.852,2018.0,15.5,2015.0,6.0,2015.0,18.8,2015.0,45.9,2015.0,0.0,2019.0,1.0,2019.0,23.1,2015.0,,,,,13.3,2015.0,6.5,2015.0,2.4,2015.0,7.5,2015.0,4.2,2015.0,5.4,2015.0,,,42.0,2015.0,,,16.8,2015.0,52.9,2015.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
NAM,61.632,2018.0,30.3,2016.0,34.2999999999999,2016.0,,,,,,,,,,,3.3960000000000004,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
NER,183.5134,2018.0,17.2,2015.0,24.0,2015.0,11.0,2017.0,10.5,2017.0,,,45.45455,2017.0,,,6.912999999999999,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,15.0,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
NGA,105.447,2018.0,,,,,16.6,2018.0,12.0,2018.0,46.9,2018.0,33.9,2018.0,19.5,2018.0,5.3870000000000005,2018.0,,,9.1,2018.0,21.4,2018.0,31.6,2018.0,0.0,2019.0,0.0,2019.0,18.9,2018.0,4.8,2018.0,46.3,2018.0,28.0,2018.0,19.6,2018.0,14.5,2018.0,21.4,2018.0,21.4,2018.0,20.1,2018.0,,,69.0,2018.0,,,15.7,2018.0,43.4,2018.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
RWA,38.852,2018.0,24.3,2015.0,27.0,2015.0,53.2,2015.0,47.5,2015.0,73.8,2015.0,65.8,2015.0,,,4.044,2018.0,20.7,2015.0,22.4,2015.0,34.4,2015.0,47.7,2015.0,0.0,2019.0,1.0,2019.0,18.9,2015.0,3.1,2015.0,69.5,2015.0,41.4,2015.0,20.4,2015.0,8.9,2015.0,22.3,2015.0,29.4,2015.0,24.4,2015.0,,,79.5,2015.0,,,0.4,2015.0,6.8,2015.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
STP,93.3376,2018.0,21.0,2014.0,,,40.6,2014.0,37.4,2014.0,,,51.04861,2014.0,,,4.321000000000001,2018.0,,,,,,,,,0.0,2019.0,1.0,2019.0,33.7,2014.0,,,,,19.1,2014.0,,,,,,,,,,,,,,,,,7.9,2014.0,35.4,2014.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
SEN,70.71600000000001,2018.0,22.2,2017.0,30.6,2017.0,27.8,2017.0,26.3,2017.0,55.9,2017.0,53.0,2017.0,23.3,2018.0,4.625,2018.0,12.2,2017.0,6.5,2018.0,18.0,2018.0,25.7,2018.0,0.0,2019.0,0.0,2019.0,21.9,2017.0,4.0,2017.0,7.0,2017.0,45.7,2017.0,35.4,2017.0,22.1,2017.0,33.2,2017.0,35.4,2017.0,35.2,2017.0,,,52.4,2017.0,,,7.8,2018.0,25.5,2018.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
SYC,61.2244,2018.0,,,,,,,,,,,,,,,2.41,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
SLE,110.2282,2018.0,23.1,2017.0,27.9,2017.0,22.5,2017.0,21.8,2017.0,,,44.672129999999996,2017.0,86.1,2017.0,4.263,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,24.8,2019.0,,,,,,,,,,,,,,,,,,,,,,,12.9,2017.0,29.9,2017.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
SOM,97.6452,2018.0,,,,,,,,,,,,,,,6.072,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
ZAF,67.8488,2018.0,27.2,2016.0,30.7,2016.0,54.6,2016.0,54.0,2016.0,78.6,2016.0,77.8,2016.0,,,2.405,2018.0,,,5.6,2016.0,15.8,2016.0,40.8,2016.0,1.0,2019.0,1.0,2019.0,14.9,2016.0,2.0,2016.0,64.9,2016.0,5.5,2016.0,2.2,2016.0,1.0,2016.0,2.1,2016.0,3.8,2016.0,1.0,2016.0,,,,,,,0.9,2016.0,3.6,2016.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
SSD,59.4332,2018.0,,,,,,,5.0,2015.0,,,,,,,4.696000000000001,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
SDN,60.79600000000001,2018.0,21.9,2014.0,,,12.2,2014.0,11.7,2014.0,,,30.13895,2014.0,86.6,2014.0,4.407,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,26.6,2014.0,,,,,34.0,2014.0,,,,,,,,,,,,,,,,,11.9,2014.0,34.2,2014.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0
TZA,116.926,2018.0,21.0,2016.0,25.2,2016.0,38.4,2016.0,32.0,2016.0,63.4,2016.0,52.9,2016.0,10.0,2016.0,4.8919999999999995,2018.0,29.6,2016.0,16.6,2016.0,41.7,2016.0,54.1,2016.0,0.0,2019.0,1.0,2019.0,22.1,2016.0,4.5,2016.0,,,58.0,2016.0,42.0,2016.0,20.2,2016.0,40.9,2016.0,47.9,2016.0,30.5,2016.0,,,,,,,5.2,2016.0,30.5,2016.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
TGO,88.6878,2018.0,21.3,2017.0,27.6,2017.0,19.9,2014.0,17.3,2014.0,37.1,2014.0,32.3,2014.0,3.1,2017.0,4.32,2018.0,12.7,2014.0,10.5,2014.0,22.1,2014.0,36.8,2014.0,0.0,2019.0,0.0,2019.0,34.0,2017.0,4.1,2014.0,29.6,2014.0,28.7,2014.0,19.5,2014.0,11.2,2014.0,17.8,2014.0,18.9,2014.0,9.6,2014.0,,,68.1,2014.0,,,6.4,2017.0,24.8,2017.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
UGA,116.0714,2018.0,20.7,2016.0,24.3,2016.0,41.8,2018.0,36.3,2018.0,57.9,2016.0,53.53982,2018.0,0.3,2016.0,4.955,2018.0,29.9,2016.0,21.9,2016.0,46.6,2016.0,32.8,2016.0,0.0,2019.0,0.0,2019.0,26.0,2018.0,4.3,2016.0,62.0,2016.0,49.0,2016.0,26.1,2016.0,13.6,2016.0,30.0,2016.0,38.5,2016.0,18.1,2016.0,,,75.9,2016.0,,,7.3,2016.0,34.0,2016.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
ZMB,118.3048,2018.0,21.8,2014.0,25.9,2014.0,49.6,2018.0,47.5,2018.0,71.6,2018.0,68.5,2018.0,,,4.633,2018.0,26.7,2014.0,13.7,2018.0,40.2,2018.0,35.0,2018.0,1.0,2019.0,0.0,2019.0,19.7,2018.0,4.0,2018.0,46.6,2014.0,46.9,2014.0,33.5,2014.0,23.5,2014.0,29.7,2014.0,33.1,2014.0,28.9,2014.0,64.6,2014.0,64.9,2014.0,71.8,2014.0,5.2,2018.0,29.0,2018.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
ZWE,83.2486,2018.0,21.1,2017.0,26.0,2017.0,66.8,2015.0,65.8,2015.0,86.5,2015.0,85.2,2015.0,,,3.615,2018.0,19.9,2015.0,13.5,2015.0,35.4,2015.0,38.8,2015.0,1.0,2019.0,1.0,2019.0,10.4,2015.0,3.6,2015.0,59.9,2015.0,38.7,2015.0,16.7,2015.0,8.1,2015.0,22.8,2015.0,21.4,2015.0,14.5,2015.0,,,62.7,2015.0,,,5.4,2019.0,33.7,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0
DZA,9.8338,2018.0,,,,,,,,,,,,,,,3.023,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
EGY,53.086000000000006,2018.0,22.3,2017.0,28.1,2017.0,58.5,2014.0,56.9,2014.0,82.3,2014.0,80.0,2014.0,87.2,2015.0,3.326,2018.0,14.0,2014.0,4.5,2014.0,25.6,2014.0,33.0,2014.0,0.0,2019.0,0.0,2019.0,12.6,2014.0,2.8,2014.0,,,35.7,2014.0,12.8,2014.0,7.0,2014.0,25.5,2014.0,24.1,2014.0,19.9,2014.0,,,,,,,2.0,2014.0,17.4,2014.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0
DJI,18.4434,2018.0,,,,,,,,,,,,,,,2.728,2018.0,,,,,,,,,1.0,2019.0,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0
LBY,5.7148,2018.0,,,,,27.7,2014.0,16.3,2014.0,,,24.00589,2014.0,,,2.24,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,40.2,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
TUN,7.85,2018.0,28.2,2014.0,32.9,2014.0,,,,,,,,,,,2.197,2018.0,,,,,,,,,0.0,2019.0,0.0,2019.0,19.9,2018.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2018.0,1.5,2018.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0,0.0,2019.0,1.0,2019.0,1.0,2019.0
